question,type,difficulty,history,retrieved_context,ans_small_openai
그랜드코리아레저(주)의 그룹웨어 도입 사업의 주요 추진 배경 세 가지는 시스템 노후화 개선 조치 외에 또 어떤 것들이 기재되어 있습니까?,A,중,[],"제 안 요 청 서
 
사 업 명
GKL 그룹웨어 시스템 구축사업
주관기관
그랜드코리아레저(주)
2024. 04
 
사업
담당자
제안/과업내용
이경남 차장
02)6421-6466
Ign@7luck.com
한수림 사원
02)6421-6104
slhan23@7luck.com
박동진 사원
02)6421-6470
pdjworld@7luck.com
입찰/계약사항
정승순 대리
02)6421-6661
jss1362@7luck.com
 
목 차
Ⅰ. 사업 개요	 - 	 1
 1. 추진 배경 및 필요성	 - 	 1
 2. 사업 범위	 - 	 1

사업예산 : 1,515,000천원 (부가세 포함)
 계약방법 : 제한경쟁입찰(협상에 의한 계약)
 평가방식 : 기술평가(90%)/가격평가(10%)
2. 추진 배경 및 필요성
 (시스템 노후화) 그룹웨어 및 기록물관리, 사내SNS(별별얘기), 메신저 시스템 노후화로 SW의 기술지원 종료, 요구사항 증가로 인한 설계 한계 초과 및 서비스 질 저하 등 개선 필요
 (정부권장정책 적용) 비표준(ActiveX), IE 종속성 및 보안취약점 제거 등 관련 정부 정책에 대응이 가능한 시스템 구축 필요

(웹기반 시스템) 기존 운영중인 시스템과 원활하게 연동되고, 다양한 웹 환경에서 업무를 수행할 수 있는 최신 웹기반 그룹웨어 시스템 구축하여 효율적인 업무환경 제공
 (업무환경 개선) 사용자의 편의성을 최우선으로 고려하여 업무프로세스 재설계 및 업무 환경 개선을 위한 새로운 비즈니스 적용 기반 마련 
2. 사업 범위
 그룹웨어 시스템 구축
 
구 분
기 능
상 세 설 명
포털
시스템 별 중요정보 표기
‣ 기관 공통 업무에 필요한 각 시스템별 정보 표기
‣ 각 시스템 링크 제공, 알림사항 등
전자결재
전자문서의

6. 입찰시 유의사항	 - 	 131
 7. 기타사항	 - 	 132
 [첨부1] 제안서 평가항목 및 배점한도	 - 	 135
 [첨부2] 적정 사업기간 산정서	 - 	 142
 [첨부3] 외부 용역사업 보안특약	 - 	 143
 [첨부4] 기술 적용 계획표	 - 	 148
 [첨부5] 입찰 관련 서식	 - 	 154 
 
Ⅰ
 사업개요
1. 사업일반
 사 업 명 : GKL 그룹웨어 시스템 구축사업
 사업기간 : 계약일로부터 6개월 이내
 사업예산 : 1,515,000천원 (부가세 포함)

1. 추진 배경 및 필요성	 - 	 1
 2. 사업 범위	 - 	 1
 3. 기대 효과 	 - 	 2
Ⅱ. 업무시스템 현황	 - 	 3
 1. 정보시스템 현황	 - 	 3
 2. 업무시스템 설명	 - 	 4
Ⅲ. 사업 추진방안	 - 	 6
 1. 추진 목표	 - 	 6
 2. 추진 전략	 - 	 6
 3. 추진 체계	 - 	 7
 4. 추진일정	 - 	 8
 5. 추진방안	 - 	 9
Ⅳ. 제안요청 내용	 - 	 10
 1. 사업추진 내용	 - 	 10
 2. 요구사항 총괄표	 - 	 11
 3. 상세 요구사항	 - 	 16",[생성 오류: 최대 재시도 초과]
국립중앙의료원 사업에서 '차세대 응급의료 상황관리 콜센터' 구축에 9억 원이 소요되고 나머지 예산을 모두 '통신장비 도입'에 사용한다고 전제했을 때 이 통신장비 도입에 투입되는 잔여 예산 비율은 총 사업 예산 대비 대략 몇 %인가요?,A,상,[],"







",[생성 오류: 최대 재시도 초과]
"한국가스공사의 '차세대 ERP 구축'과 코이카의 '우즈베키스탄 방송시스템 사업' 중, 해외 지역을 대상으로 기술 인프라를 이전하거나 구축하는 사업은 무엇입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고문서 없음"
"고려대학교의 사업은 학사 시스템 최적화를, 한국수자원공사의 용수공급사업 타당성조사는 물리적인 용수(물) 관리 인프라 타당성을 다룹니다. 두 사업의 투입 예산 중 학사 시스템 최적화 사업의 예산 금액은 수자원공사 대비 얼마 더 큽니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
나노종합기술원의 '스마트 팹 서비스 설비온라인 사업'과 인천광역시의 '도시계획위원회 통합관리시스템 구축용역' 예산 차액 규모는 명시된 기준으로 얼마입니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

나노종합기술원의 '스마트 팹 서비스 설비온라인 사업'과 인천광역시의 '도시계획위원회 통합관리시스템 구축용역' 예산(또는 예산 차액) 관련 내용은 제공된 문서에서 확인할 수 없습니다.

출처: [참고 문서]"
그랜드코리아레저(주)의 그룹웨어 시스템 구축 예산과 한국원자력연구원의 선량평가시스템 고도화 예산을 단순 더하면 편성 총액 합계가 얼마인가요?,B,하,[],"6. 입찰시 유의사항	 - 	 131
 7. 기타사항	 - 	 132
 [첨부1] 제안서 평가항목 및 배점한도	 - 	 135
 [첨부2] 적정 사업기간 산정서	 - 	 142
 [첨부3] 외부 용역사업 보안특약	 - 	 143
 [첨부4] 기술 적용 계획표	 - 	 148
 [첨부5] 입찰 관련 서식	 - 	 154 
 
Ⅰ
 사업개요
1. 사업일반
 사 업 명 : GKL 그룹웨어 시스템 구축사업
 사업기간 : 계약일로부터 6개월 이내
 사업예산 : 1,515,000천원 (부가세 포함)

사업예산 : 1,515,000천원 (부가세 포함)
 계약방법 : 제한경쟁입찰(협상에 의한 계약)
 평가방식 : 기술평가(90%)/가격평가(10%)
2. 추진 배경 및 필요성
 (시스템 노후화) 그룹웨어 및 기록물관리, 사내SNS(별별얘기), 메신저 시스템 노후화로 SW의 기술지원 종료, 요구사항 증가로 인한 설계 한계 초과 및 서비스 질 저하 등 개선 필요
 (정부권장정책 적용) 비표준(ActiveX), IE 종속성 및 보안취약점 제거 등 관련 정부 정책에 대응이 가능한 시스템 구축 필요

제 안 요 청 서
 
사 업 명
GKL 그룹웨어 시스템 구축사업
주관기관
그랜드코리아레저(주)
2024. 04
 
사업
담당자
제안/과업내용
이경남 차장
02)6421-6466
Ign@7luck.com
한수림 사원
02)6421-6104
slhan23@7luck.com
박동진 사원
02)6421-6470
pdjworld@7luck.com
입찰/계약사항
정승순 대리
02)6421-6661
jss1362@7luck.com
 
목 차
Ⅰ. 사업 개요	 - 	 1
 1. 추진 배경 및 필요성	 - 	 1
 2. 사업 범위	 - 	 1

(웹기반 시스템) 기존 운영중인 시스템과 원활하게 연동되고, 다양한 웹 환경에서 업무를 수행할 수 있는 최신 웹기반 그룹웨어 시스템 구축하여 효율적인 업무환경 제공
 (업무환경 개선) 사용자의 편의성을 최우선으로 고려하여 업무프로세스 재설계 및 업무 환경 개선을 위한 새로운 비즈니스 적용 기반 마련 
2. 사업 범위
 그룹웨어 시스템 구축
 
구 분
기 능
상 세 설 명
포털
시스템 별 중요정보 표기
‣ 기관 공통 업무에 필요한 각 시스템별 정보 표기
‣ 각 시스템 링크 제공, 알림사항 등
전자결재
전자문서의

‣ 그룹웨어 기능에 대해서 모바일에서 동일하게 지원가능한 환경구축 등 
‣ 임직원 검색, 조직도, 주요일정, 사회공헌, 경영",[생성 오류: 최대 재시도 초과]
"(사)부산국제영화제의 2024년도 온라인서비스 재개발 사업과 국립중앙의료원의 차세대 응급의료 상황관리시스템 사업의 각 수행 목적상, 가장 대비되게 강조되는 개선 집중 포인트를 요약 비교하십시오.",B,중,[],"







",[생성 오류: 최대 재시도 초과]
한국수출입은행의 지능형교통시스템 사업타당성조사와 아시아물위원회의 스마트 관개시스템 구축사업이 공통적으로 목표 지원하는 수행 대상 국가 지역을 대조해 정리해 주십시오.,B,중,[],"







","제공된 [참고 문서]에서 '한국수출입은행의 지능형교통시스템 사업타당성조사' 또는 '아시아물위원회의 스마트 관개시스템 구축사업'의 수행 대상 국가·지역 정보를 찾을 수 없습니다. 해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"고려대학교(112억), 코이카(67억), 아시아물위원회(50억)의 3개 사업은 모두 50억 원을 상당하게 초과하는 대형 사업입니다. 이 세 공공형 사업의 과제 요약문을 토대로, 각기 어떠한 커다란 거시적 형태의 사회 변화나 기후-인프라 위기 현 상황을 극복 해결하려 핵심 기획되었는지 서술하고 예산 종합 금액을 밝혀 주십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"한국가스공사의 '차세대 통합정보시스템', 나노종합기술원의 '설비온라인 시스템', 그랜드코리아레저의 '그룹웨어 시스템' 3개 인프라 전산화 구축 사업의 사업 목적을 공통 관점에서 살펴보았을 때, 이들이 근원적으로 동일하게 쟁점화하고 전환 지향하고 있는 '업무적 궁극적 개선 효과'가 무엇인지 짚고 해당 세 기관 중 가장 낮은 예산을 투입하는 기관명만 정확히 기재하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
한국수자원공사의 '용인 첨단 시스템반도체 국가산단 용수공급사업 타당성조사' 수주를 위해서 주관 입찰 제안사는 국가 계약 서류에 반드시 최근 3년 내 반도체 관련 산학 정부 포상 이력을 기명해야 합니까?,D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
나노종합기술원이 발주한 '스마트 팹 서비스 활용체계 구축관련 설비온라인 시스템 구축 용역'에 공동 참가 의향을 밝히는 IT 업계의 평균적인 최저 업력 제한 기간 법규나 지침이 존재하나요?,D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서"
물위원회 우즈백 키르기 스마트 관개 플젝 할때 양수장이랑 펌프 쪽 F/S 문서 리뷰만 말고 진짜 실제 시공이나 기자재 딜리버리도 찐으로 들어가나요 스코프에?,E,중,[],"







","해당 정보를 찾을 수 없습니다.

관련 내용이 포함된 참고 문서를 제공해 주시면 검토 후 답변드리겠습니다.

출처: 제공된 참고 문서 없음"
KOICA 방송씨스톔 PMO 입촬서 보면. 투명 읭정 땜에 12개 쥬랑 카라칼팍쓰의 찌역의해두 같이 여끼는데 쟝비두 국회에서 메인으루 다이렉 투입함니꺼?,E,상,[],"







",[생성 오류: 최대 재시도 초과]
한국수자원공사의 '용인 첨단 시스템반도체 국가산단 용수공급사업 타당성조사'에 책정된 사업 예산은 총 얼마인가요?,A,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 참고 문서들에 '용인 첨단 시스템반도체 국가산단 용수공급사업 타당성조사'의 사업 예산액이 포함되어 있지 않습니다.

출처: 제공된 참고 문서(제공된 문서 없음)"
KOICA 전자조달에서 진행하는 '우즈베키스탄 열린 의정활동 상하원 국회 방송시스템 구축' 용역 사업의 총 예산은 어떻게 됩니까?,A,하,[],"







","제공된 참고 문서에서 '우즈베키스탄 열린 의정활동 상하원 국회 방송시스템 구축' 용역 사업의 총 예산 관련 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 — 문서 없음"
그랜드코리아레저(주)의 그룹웨어 시스템 구축 용역에서 교체 대상이 되는 시스템 세 가지는 각각 무엇입니까?,A,하,[],"사업예산 : 1,515,000천원 (부가세 포함)
 계약방법 : 제한경쟁입찰(협상에 의한 계약)
 평가방식 : 기술평가(90%)/가격평가(10%)
2. 추진 배경 및 필요성
 (시스템 노후화) 그룹웨어 및 기록물관리, 사내SNS(별별얘기), 메신저 시스템 노후화로 SW의 기술지원 종료, 요구사항 증가로 인한 설계 한계 초과 및 서비스 질 저하 등 개선 필요
 (정부권장정책 적용) 비표준(ActiveX), IE 종속성 및 보안취약점 제거 등 관련 정부 정책에 대응이 가능한 시스템 구축 필요

제 안 요 청 서
 
사 업 명
GKL 그룹웨어 시스템 구축사업
주관기관
그랜드코리아레저(주)
2024. 04
 
사업
담당자
제안/과업내용
이경남 차장
02)6421-6466
Ign@7luck.com
한수림 사원
02)6421-6104
slhan23@7luck.com
박동진 사원
02)6421-6470
pdjworld@7luck.com
입찰/계약사항
정승순 대리
02)6421-6661
jss1362@7luck.com
 
목 차
Ⅰ. 사업 개요	 - 	 1
 1. 추진 배경 및 필요성	 - 	 1
 2. 사업 범위	 - 	 1

6. 입찰시 유의사항	 - 	 131
 7. 기타사항	 - 	 132
 [첨부1] 제안서 평가항목 및 배점한도	 - 	 135
 [첨부2] 적정 사업기간 산정서	 - 	 142
 [첨부3] 외부 용역사업 보안특약	 - 	 143
 [첨부4] 기술 적용 계획표	 - 	 148
 [첨부5] 입찰 관련 서식	 - 	 154 
 
Ⅰ
 사업개요
1. 사업일반
 사 업 명 : GKL 그룹웨어 시스템 구축사업
 사업기간 : 계약일로부터 6개월 이내
 사업예산 : 1,515,000천원 (부가세 포함)

(웹기반 시스템) 기존 운영중인 시스템과 원활하게 연동되고, 다양한 웹 환경에서 업무를 수행할 수 있는 최신 웹기반 그룹웨어 시스템 구축하여 효율적인 업무환경 제공
 (업무환경 개선) 사용자의 편의성을 최우선으로 고려하여 업무프로세스 재설계 및 업무 환경 개선을 위한 새로운 비즈니스 적용 기반 마련 
2. 사업 범위
 그룹웨어 시스템 구축
 
구 분
기 능
상 세 설 명
포털
시스템 별 중요정보 표기
‣ 기관 공통 업무에 필요한 각 시스템별 정보 표기
‣ 각 시스템 링크 제공, 알림사항 등
전자결재
전자문서의

‣ 각 시스템 링크 제공, 알림사항 등
전자결재
전자문서의
생성‧조회‧관리‧유통
‣ 기안문 작성, 결재, 전자문서 송‧수신 등
‣ 모바일 그룹웨어 기기에서 전자문서 상신 등
‣ 문서유통, 원문공개
메일
(내 외부)
메일 송‧수신 
‣ 기관 내 외부망 전용 메일 시스템 연동 등
‣ 내 외부망 전용 웹메일 시스템 데이터 연계를 통해 업무 편의성 증대
모바일
사내SNS
(별별얘기)",[생성 오류: 최대 재시도 초과]
한국가스공사의 '차세대 통합정보시스템(ERP) 구축' 사업 추진 목적 중 하나인 생산공급 시스템의 재구축 및 전환 방향은 어떻게 명시되어 있습니까?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
나노종합기술원의 23.4억 원 규모 '스마트 팹 서비스 설비온라인 시스템'을 통해 전체 예상 도입 효과의 40%가 연구개발 시간 단축에서 발생하고 60%가 제품생산 역량 증가에서 파생된다고 할 때 두 기대효과 요소가 산술적으로 기여하는 가상의 예산 가치는 각각 얼마입니까?,A,상,[],"







",[생성 오류: 최대 재시도 초과]
"아시아물위원회사무국의 '우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업' 예산(50억 3천 1백만 원)이 만약 타국의 유사 사업인 수출입은행 ITS 타당성조사 예산 규모(12억 4천 7백만 원) 수준으로 삭감 조율되어 집행된다고 가정했을 때, 해당 사업이 상실하게 될 예산 차액은 얼마입니까?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
고려대학교의 '차세대 포털·학사 정보시스템 구축사업'과 부산국제영화제의 '온라인서비스 재개발 시스템' 사업 예산의 산술적인 규모 격차는 얼마인가요?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

제공된 문서에서 고려대학교 '차세대 포털·학사 정보시스템 구축사업'과 부산국제영화제 '온라인서비스 재개발 시스템' 사업의 예산 금액을 찾을 수 없어 산술적 규모 격차를 계산할 수 없습니다.

출처: [참고 문서]"
"그랜드코리아레저(주) 그룹웨어 구축 예산(1,515,000,000원)과 인천광역시의 도시계획 통합관리시스템 예산(150,000,000원)을 통합하여 발주할 경우 전체 예산은 총 얼마입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
국립중앙의료원의 차세대 응급의료 상황관리시스템 예산(14억)과 한국원자력연구원의 선량평가시스템 고도화 예산 사이에 발생하는 차액은 얼마입니까?,B,하,[],"







",[생성 오류: 최대 재시도 초과]
