question,type,history,kure_openai_avg_faithfulness,kure_openai_avg_relevance,kure_openai_avg_rejection,kure_openai_avg_correctness,kure_openai_avg_context_precision,kure_openai_avg_context_recall,small_openai_avg_faithfulness,small_openai_avg_relevance,small_openai_avg_rejection,small_openai_avg_correctness,small_openai_avg_context_precision,small_openai_avg_context_recall,kure_gemma_avg_faithfulness,kure_gemma_avg_relevance,kure_gemma_avg_rejection,kure_gemma_avg_context_precision,kure_gemma_avg_correctness,kure_gemma_avg_context_recall,kure_phi_avg_faithfulness,kure_phi_avg_relevance,kure_phi_avg_rejection,kure_phi_avg_context_precision,kure_phi_avg_correctness,kure_phi_avg_context_recall,kure_qwen_avg_faithfulness,kure_qwen_avg_relevance,kure_qwen_avg_rejection,kure_qwen_avg_context_precision,kure_qwen_avg_correctness,kure_qwen_avg_context_recall,koe5_gemma_avg_faithfulness,koe5_gemma_avg_relevance,koe5_gemma_avg_rejection,koe5_gemma_avg_context_precision,koe5_gemma_avg_correctness,koe5_gemma_avg_context_recall,koe5_phi_avg_faithfulness,koe5_phi_avg_relevance,koe5_phi_avg_rejection,koe5_phi_avg_context_precision,koe5_phi_avg_correctness,koe5_phi_avg_context_recall,koe5_qwen_avg_faithfulness,koe5_qwen_avg_relevance,koe5_qwen_avg_rejection,koe5_qwen_avg_context_precision,koe5_qwen_avg_correctness,koe5_qwen_avg_context_recall,koe5_openai_avg_faithfulness,koe5_openai_avg_relevance,koe5_openai_avg_rejection,koe5_openai_avg_context_precision,koe5_openai_avg_correctness,koe5_openai_avg_context_recall,small_gemma_avg_faithfulness,small_gemma_avg_relevance,small_gemma_avg_rejection,small_gemma_avg_context_precision,small_gemma_avg_correctness,small_gemma_avg_context_recall,small_phi_avg_faithfulness,small_phi_avg_relevance,small_phi_avg_rejection,small_phi_avg_context_precision,small_phi_avg_correctness,small_phi_avg_context_recall,small_qwen_avg_faithfulness,small_qwen_avg_relevance,small_qwen_avg_rejection,small_qwen_avg_context_precision,small_qwen_avg_correctness,small_qwen_avg_context_recall
KOICA 방송씨스톔 PMO 입촬서 보면. 투명 읭정 땜에 12개 쥬랑 카라칼팍쓰의 찌역의해두 같이 여끼는데 쟝비두 국회에서 메인으루 다이렉 투입함니꺼?,E,[],5,3,5,,2,,2,1,5,,1,,1,2,5,1,,,5,2,5,1,,,1,3,5,1,,,1,2,5,1,,,1,2,5,1,,,1,2,5,1,,,5,1,5,1,,,5,3,5,1,,,5,2,5,1,,,5,2,5,1,,
한국수자원공사의 '용인 첨단 시스템반도체 국가산단 용수공급사업 타당성조사'에 책정된 사업 예산은 총 얼마인가요?,A,[],5,2,5,,2,,5,3,5,,1,,4,2,5,1,,,5,1,5,1,,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,3,5,1,,,5,3,5,2,,,5,2,5,1,,,5,1,5,1,,,1,3,5,1,,
KOICA 전자조달에서 진행하는 '우즈베키스탄 열린 의정활동 상하원 국회 방송시스템 구축' 용역 사업의 총 예산은 어떻게 됩니까?,A,[],5,4,5,,5,,1,2,5,,1,,1,5,1,1,,,5,3,5,1,,,5,2,5,1,,,2,4,5,1,,,5,2,5,1,,,5,4,5,1,,,1,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,1,5,1,,
그랜드코리아레저(주)의 그룹웨어 시스템 구축 용역에서 교체 대상이 되는 시스템 세 가지는 각각 무엇입니까?,A,[],3,4,1,,5,,3,2,1,,5,,5,5,5,5,,,2,5,1,5,,,4,5,1,5,,,5,5,5,5,,,3,5,1,5,,,3,5,5,5,,,2,3,1,5,,,5,5,5,5,,,2,5,1,5,,,2,3,5,5,,
한국가스공사의 '차세대 통합정보시스템(ERP) 구축' 사업 추진 목적 중 하나인 생산공급 시스템의 재구축 및 전환 방향은 어떻게 명시되어 있습니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,1,5,1,,,5,1,5,5,,,5,1,5,5,,,1,4,1,1,,,1,5,1,5,,,1,5,1,5,,,5,5,5,5,,,1,4,1,5,,,1,5,1,5,,,1,5,1,1,,
나노종합기술원의 23.4억 원 규모 '스마트 팹 서비스 설비온라인 시스템'을 통해 전체 예상 도입 효과의 40%가 연구개발 시간 단축에서 발생하고 60%가 제품생산 역량 증가에서 파생된다고 할 때 두 기대효과 요소가 산술적으로 기여하는 가상의 예산 가치는 각각 얼마입니까?,A,[],3,2,5,,5,,1,4,5,,4,,1,5,1,5,,,1,1,5,5,,,1,5,1,5,,,1,3,5,5,,,1,2,1,5,,,1,4,1,5,,,1,5,1,4,,,2,2,3,5,,,5,2,5,5,,,1,5,1,5,,
"아시아물위원회사무국의 '우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업' 예산(50억 3천 1백만 원)이 만약 타국의 유사 사업인 수출입은행 ITS 타당성조사 예산 규모(12억 4천 7백만 원) 수준으로 삭감 조율되어 집행된다고 가정했을 때, 해당 사업이 상실하게 될 예산 차액은 얼마입니까?",A,[],1,2,1,,2,,1,5,1,,2,,1,5,1,5,,,1,2,1,5,,,1,5,1,2,,,1,1,5,5,,,1,3,5,5,,,1,2,1,5,,,2,2,5,5,,,1,2,5,5,,,1,5,1,4,,,1,5,1,5,,
고려대학교의 '차세대 포털·학사 정보시스템 구축사업'과 부산국제영화제의 '온라인서비스 재개발 시스템' 사업 예산의 산술적인 규모 격차는 얼마인가요?,B,[],2,2,5,,1,,2,3,5,,1,,5,1,5,1,,,5,2,5,5,,,5,3,5,5,,,1,3,5,1,,,1,1,5,1,,,1,2,5,5,,,5,3,5,2,,,3,5,5,1,,,5,2,5,5,,,1,2,5,5,,
"그랜드코리아레저(주) 그룹웨어 구축 예산(1,515,000,000원)과 인천광역시의 도시계획 통합관리시스템 예산(150,000,000원)을 통합하여 발주할 경우 전체 예산은 총 얼마입니까?",B,[],1,2,3,,1,,1,2,5,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,4,5,5,,,1,5,1,5,,,1,5,1,5,,,5,1,5,1,,,1,2,5,5,,,1,5,1,5,,,1,5,1,5,,
국립중앙의료원의 차세대 응급의료 상황관리시스템 예산(14억)과 한국원자력연구원의 선량평가시스템 고도화 예산 사이에 발생하는 차액은 얼마입니까?,B,[],1,2,5,,1,,1,1,5,,1,,1,3,5,1,,,5,2,5,5,,,1,5,1,1,,,5,1,5,1,,,5,1,5,5,,,5,3,5,1,,,2,5,1,3,,,5,1,5,1,,,5,1,5,5,,,1,3,5,1,,
한국가스공사의 '차세대 ERP 구축'과 코이카의 '우즈베키스탄 의정활동 상하원 대외 방송시스템 구축' 예산 중 어느 기관의 사업 규모가 더 큽니까?,B,[],2,3,5,,3,,5,2,5,,2,,1,5,1,5,,,5,3,5,1,,,5,2,5,4,,,1,2,5,1,,,5,2,5,1,,,1,2,5,1,,,1,3,5,3,,,1,2,5,5,,,5,2,5,1,,,1,3,5,1,,
한국수출입은행의 모잠비크 지능형교통시스템 타당성사업과 아시아물위원회의 우즈벡-키르기즈스탄 관개시스템 사업의 성격적 상이점을 비교해 주십시오.,B,[],1,3,5,,2,,4,1,5,,1,,5,2,5,5,,,5,2,5,4,,,2,2,5,5,,,1,3,3,5,,,5,1,5,5,,,5,2,5,5,,,3,2,5,2,,,1,2,3,5,,,5,1,5,1,,,1,3,5,1,,
고려대학교 학사 정보시스템 사업과 부산국제영화제 IT 온라인서비스 재개발 사업이 모두 유저의 편의성 및 대외 이미지 제고를 다룹니다. 양측 조직이 주안점을 두는 구체적인 최종 사용자는 각기 어떻게 차별화됩니까?,B,[],1,3,5,,4,,2,2,3,,4,,5,1,5,5,,,5,1,5,5,,,5,1,5,4,,,1,2,5,1,,,1,3,1,5,,,1,5,1,2,,,2,3,5,4,,,5,1,5,4,,,1,3,1,4,,,1,4,1,3,,
나노종합기술원이 추진하는 '스마트 팹 서비스 설비온라인' 목표 구조체와 인천광역시의 '도시계획위원회 통합관리시스템' 구조체가 각각 어떤 방식의 수작업 비효율성을 극복하려는지 기술 비교하십시오.,B,[],1,3,5,,1,,1,1,5,,2,,5,1,5,1,,,5,1,5,1,,,1,2,5,1,,,1,2,5,1,,,5,1,5,4,,,1,1,5,1,,,2,3,5,2,,,5,1,5,2,,,5,2,5,1,,,1,3,5,1,,
"고려대학교의 '학사 정보시스템', 한국가스공사의 'ERP 차세대 통합시스템', 국립중앙의료원의 '차세대 응급의료 상황관리시스템' 사업을 통합하여 볼 때, 이 세 기관이 일관되게 기존에 부족하거나 파편화되어 겪던 운영 문제들의 공통된 실질 폐해는 무엇이고, 해당 전체 개선 사업 합산 예산은 얼마입니까?",B,[],2,2,5,,1,,1,2,5,,1,,1,3,5,1,,,5,2,5,2,,,1,2,5,1,,,1,3,5,1,,,5,2,5,5,,,1,2,1,1,,,1,2,5,2,,,1,3,5,2,,,1,2,1,5,,,1,2,1,1,,
가스공사 '차세대 통합정보시스템(ERP) 구축' 용역을 수행하게 될 개발 조직은 자체 개발용 별도 클라우드 노트북 PC를 매월 10대 이상 무상 지급받을 수 있습니까?,D,[],3,3,5,,2,,1,4,5,,1,,5,3,5,1,,,5,2,5,2,,,5,3,5,1,,,5,1,5,3,,,5,3,5,1,,,1,4,5,2,,,5,2,5,2,,,1,2,5,1,,,5,2,5,1,,,1,3,5,1,,
나노종합기술원이 발주한 23.4억여 원의 '스마트 팹 서비스 설비온라인 사업' 관련 제안서에 규정된 개발진의 야근 및 연장 근무 수당의 일별 최대 인정 한도액은 얼마입니까?,D,[],5,3,5,,1,,5,4,5,,1,,5,2,5,5,,,5,1,5,5,,,1,2,5,1,,,1,2,5,1,,,5,2,5,1,,,2,2,5,1,,,2,3,5,1,,,1,2,5,5,,,5,2,5,1,,,1,2,1,5,,
쑤자원공샤에서 용인 첨단 빤도체 구까산단으루 용수 공갑하는 씨스템 F/S 사옵으이 토탈 에샤는 얼마입니꺄?,E,[],5,5,5,,5,,5,5,5,,1,,5,3,5,5,,,5,3,5,1,,,5,3,5,1,,,1,4,1,1,,,5,3,5,1,,,5,3,5,4,,,5,3,5,5,,,1,2,5,1,,,5,3,5,1,,,1,2,5,1,,
그래드코뤼아레져가 올해 스톼트하는 그룹વે어 메신져 통함 쁠젝의 젼체 뻐젯은 정확히 어떻게 잡혔능가요.,E,[],2,4,5,,4,,1,2,5,,1,,5,3,5,1,,,5,3,5,1,,,1,3,5,1,,,1,2,5,1,,,5,2,5,1,,,1,1,5,1,,,5,2,5,1,,,1,2,5,1,,,5,2,5,1,,,1,3,5,1,,
한국가스공사의 '차세대 통합정보시스템 구축' 사업 추진시 ERP 외에 함께 도입되는 웹전환 솔루션과 관련된 소프트웨어는 무엇인가요?,A,[],5,4,5,,5,,5,4,5,,4,,5,2,5,1,,,5,2,5,1,,,5,2,5,5,,,1,4,1,1,,,5,1,5,1,,,1,3,5,1,,,5,4,5,4,,,1,4,1,1,,,5,1,5,1,,,2,3,5,5,,
고려대학교의 '차세대 포털·학사 정보시스템 구축사업'에서 정보서비스 분야의 최종 목표인 '사용자 편의성 확보'를 위해 개선하려는 주 대상은 누구입니까?,A,[],3,2,5,,4,,2,2,5,,4,,5,1,5,5,,,5,1,5,4,,,1,3,1,1,,,1,5,1,1,,,1,4,1,5,,,1,5,1,5,,,4,2,5,4,,,1,5,1,5,,,1,4,1,5,,,1,5,1,5,,
나노종합기술원이 발주한 '스마트 팹 서비스 설비온라인 사업'의 예산 총액 한도는 얼마로 책정되었습니까?,A,[],5,4,5,,5,,5,5,5,,5,,5,1,5,1,,,5,3,5,1,,,5,1,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,5,4,5,5,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,
사단법인아시아물위원회사무국이 우즈베키스탄과 키르기즈스탄에서 구축하려는 사업의 성과 목표 3가지를 본 과업지시서 기반으로 요약해 주십시오.,A,[],2,4,3,,2,,2,1,5,,1,,2,1,1,1,,,1,2,5,1,,,1,2,5,1,,,1,1,1,1,,,1,2,1,1,,,1,2,1,1,,,1,1,5,1,,,1,2,5,1,,,5,1,5,1,,,1,2,5,1,,
한국수자원공사의 '용인 첨단 반도체 산단 용수공급사업 타당성조사'에서 80만톤 규모의 일일 물 공급을 위해 용인시 외에 포함되는 대상 지역은 어디입니까?,A,[],1,1,5,,1,,1,1,5,,1,,5,1,5,1,,,5,1,5,5,,,5,2,5,1,,,1,5,1,1,,,1,5,1,1,,,1,3,1,1,,,1,1,5,1,,,1,2,5,1,,,1,5,1,1,,,1,4,1,1,,
"국립중앙의료원이 추진하는 '차세대 응급의료 상황관리시스템 구축 위탁 용역'의 예산 금액(14억) 중 15%가 설계 기획에, 35%가 콜센터 인프라 및 통신장비망 구축에 사용되고 나머지 비율이 시스템 통합 검증(테스트)에 투입된다고 가정할 경우, 테스트 단계에 소모되는 재원은 얼마입니까?",A,[],1,5,5,,1,,1,5,5,,1,,1,5,1,5,,,1,5,1,5,,,1,2,1,1,,,1,2,5,5,,,2,1,3,5,,,1,5,1,1,,,1,1,5,1,,,5,1,5,5,,,5,1,5,1,,,1,2,1,5,,
코이카의 '우즈베키스탄 의정활동 상하원 방송시스템 구축' 사업(약 67.5억)과 아시아물위원회의 '스마트 관개시스템 구축사업'(약 50.3억) 중 더 높은 투자 예산을 책정한 용역은 무엇입니까?,B,[],2,3,5,,4,,2,5,1,,4,,1,5,1,2,,,1,4,1,1,,,1,5,1,1,,,1,3,3,1,,,1,1,1,1,,,1,4,1,1,,,4,4,1,4,,,1,2,1,1,,,1,4,1,1,,,1,2,1,1,,
한국수자원공사 '용수공급사업' 타당성조사와 한국수출입은행 '모잠비크 지능형교통시스템(ITS)' 타당성조사의 비용 격차는 총 얼마인가요?,B,[],2,2,5,,2,,1,3,5,,1,,5,1,5,1,,,5,2,5,5,,,5,3,5,1,,,5,2,5,2,,,5,2,5,1,,,1,3,5,1,,,3,2,5,1,,,5,5,5,1,,,5,1,5,1,,,1,3,5,1,,
인천광역시 '도시계획위원회 통합관리시스템 구축'과 부산국제영화제 '온라인서비스 재개발' 사업 중에서 더 낮은 사업비가 책정된 곳의 예산과 기관명은 무엇입니까?,B,[],1,1,5,,1,,1,1,5,,1,,5,1,5,5,,,5,1,5,5,,,3,1,5,5,,,1,1,5,5,,,5,2,5,5,,,5,1,5,5,,,1,1,5,1,,,1,2,5,2,,,5,2,5,5,,,1,1,5,1,,
그랜드코리아레저(주)의 웹기반 그룹웨어 도입 사업(15.15억)과 국립중앙의료원의 차세대 상황관리 통신 콜센터 사업(14억)의 예산을 병합할 시 총 액수는 얼마입니까?,B,[],3,2,5,,5,,1,5,1,,1,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,2,3,5,,,1,5,1,5,,,1,3,5,5,,,1,2,5,5,,,1,2,3,5,,,1,5,1,5,,,1,3,5,5,,
고려대학교의 '차세대 포털·학사 정보시스템' 사업과 한국가스공사의 '차세대 통합정보시스템(ERP)' 사업이 노후화된 업무 프로세스를 대체하기 위해 공통으로 선택한 기술적 대응 기조는 무엇입니까?,B,[],5,2,5,,2,,1,2,5,,5,,5,1,5,5,,,5,1,5,5,,,1,2,5,1,,,1,2,5,5,,,5,2,5,5,,,1,2,5,5,,,2,2,5,5,,,5,1,5,5,,,5,1,5,5,,,1,2,5,5,,
나노종합기술원의 '스마트 팹 서비스 설비온라인 사업'과 원자력연구원의 '선량평가시스템 고도화 사업'의 주된 기술적 기대효과 구성을 상호 단락적으로 비교해 주세요.,B,[],3,3,5,,3,,2,2,5,,5,,1,4,1,1,,,5,2,5,5,,,5,4,5,1,,,1,3,5,4,,,1,3,3,1,,,1,2,5,3,,,2,3,5,5,,,1,3,5,1,,,1,3,3,4,,,1,3,5,2,,
한국수자원공사의 산단 용수공급 타당성 용역과 국립중앙의료원의 차세대 응급의료 상황관리시스템 용역의 목표 수요층 차별성을 분석하십시오.,B,[],1,3,5,,1,,1,2,5,,1,,5,1,5,1,,,5,2,5,1,,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,3,3,5,2,,,5,2,5,1,,,5,1,5,2,,,1,3,5,1,,
"코이카의 '우즈베키스탄 의정활동 방송시스템', 한국수출입은행의 '모잠비크 마푸토 ITS 스마트 교통망 타당성', 아시아물위원회의 '우즈벡-키르기즈스탄 스마트 관개시스템 다층 구축' 총 3종의 글로벌 개도국 협력 인프라 사업이 시도하는 각 분야별 핵심 해결 사회 문제를 식별하고 해당 세 사업의 편성 예산 총합을 계산하십시오.",B,[],2,3,5,,2,,4,3,5,,2,,1,3,1,5,,,5,2,5,4,,,1,1,1,5,,,1,3,3,4,,,1,3,1,5,,,5,2,5,5,,,5,2,5,1,,,1,2,5,5,,,5,1,5,5,,,2,1,5,1,,
국립중앙의료원의 차세대 응급의료 상황관리시스템 위탁용역 입찰에 참가하려 합니다. 공동 수급체 구성을 위한 최대 제한 참가 업체 수는 본안 요약에 5개사 이내로 명확히 통제되어 있습니까?,D,[],2,2,5,,2,,3,3,5,,2,,1,5,1,5,,,5,1,5,5,,,1,5,5,5,,,5,3,5,5,,,5,5,5,5,,,5,3,5,5,,,3,3,5,2,,,1,4,5,5,,,2,3,5,5,,,4,5,5,5,,
그랜드코리아레저(주)의 그룹웨어 도입 담당자가 요구하는 사내 SNS 메신저 시스템의 이모티콘 팩 최소 지원 개시 수량은 과업지시서의 기능 명세에서 몇 종으로 필수 등록해야 합니까?,D,[],1,2,5,,2,,1,4,5,,3,,1,2,5,3,,,1,2,5,3,,,2,2,5,2,,,5,2,5,2,,,1,3,5,3,,,3,3,5,2,,,2,3,5,2,,,5,2,5,2,,,1,2,5,3,,,3,2,5,3,,
꼬렫대헉교예셔 지냉하는 차쎄대 뽀털 학사 쩡보씨스탬 끄축샤업의 춍 에싼 규모를 좀 정확하게 알려쥬세오.,E,[],3,3,5,,1,,5,4,5,,2,,5,2,5,1,,,5,3,5,1,,,5,3,5,1,,,1,5,1,1,,,5,2,5,1,,,1,2,1,1,,,5,2,1,5,,,5,3,5,1,,,5,2,5,1,,,1,2,1,1,,
나노기술원 팹 플젝 예산 얼마 잡혀있는지 그리고 그거 하면 결국 현장쪽에서는 굳이 뭐땜에 하는지 R&D랑 팩토리 아웃풋 쪽으로 핵심만 짚어서 요약좀 해줄래?,E,[],4,5,5,,5,,2,4,5,,2,,5,3,5,1,,,5,2,5,1,,,1,3,5,1,,,1,4,1,1,,,1,4,1,1,,,1,5,1,1,,,5,5,5,5,,,1,2,1,1,,,1,2,1,1,,,1,4,1,1,,
인천광역시가 추진하는 '인천일자리플랫폼 정보시스템 구축 ISP 수립용역'의 전체 예산은 얼마입니까?,A,[],4,2,5,,1,,4,1,5,,1,,5,2,5,1,,,5,2,5,1,,,5,3,5,1,,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,1,2,5,1,,,1,1,5,1,,,5,2,5,1,,,1,2,5,1,,
한국연구재단이 주도하는 '2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구축 사업'의 예산 규모는 어떠합니까?,A,[],5,5,5,,4,,4,5,5,,4,,1,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,5,1,1,,,1,5,1,5,,,1,5,1,1,,,2,5,5,4,,,5,2,5,1,,,1,5,1,1,,,1,5,1,1,,
한국연구재단의 '대학산학협력활동 실태조사 시스템(UICC) 기능개선' 사업의 목표 달성 후 기대되는 주요 편익은 무엇입니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,1,5,1,,,5,2,5,2,,,2,4,5,1,,,1,4,1,1,,,1,3,1,1,,,1,4,1,1,,,5,5,5,5,,,1,4,1,1,,,1,4,1,1,,,1,4,1,1,,
한국수출입은행의 '모잠비크 마푸토 지능형교통시스템(ITS) 사업타당성조사'에서 타당성 조사 대상이 되는 2가지 주요 핵심 시스템 범위를 과업지시서에서 어떻게 명시하고 있나요?,A,[],5,2,5,,2,,2,2,5,,1,,5,2,5,1,,,5,1,5,5,,,5,1,5,1,,,1,2,1,5,,,1,1,1,4,,,1,3,5,5,,,5,2,5,3,,,1,2,3,5,,,1,1,1,1,,,1,2,1,5,,
한국철도공사의 '예약발매시스템 개량 ISMP 용역' 사업에 있어서 정보화 마스터플랜을 세우게 된 가장 큰 1순위 기술적 배경 원인은 무엇이었습니까?,A,[],5,3,3,,4,,3,3,5,,4,,5,1,5,5,,,5,2,5,5,,,1,2,5,1,,,1,2,5,5,,,5,3,5,1,,,1,4,1,4,,,5,4,3,4,,,1,3,5,5,,,5,2,5,5,,,1,2,1,1,,
"인천공항운영서비스의 '차세대 ERP시스템 구축' 사업(9억 9,635만 원) 예산이 다른 발주 예정이던 모바일오피스 고도화 및 ISP 수립 명목으로 절반(50%)씩 임의 배정 전환된다고 가정했을 때, 모바일오피스 고도화에 대체 투입되는 산술적 초기 예산 금액은 얼마가 됩니까?",A,[],2,2,5,,1,,2,5,1,,3,,5,1,5,5,,,1,5,1,1,,,1,5,1,5,,,1,2,5,2,,,5,2,5,5,,,1,5,1,5,,,3,2,5,1,,,5,2,5,4,,,1,2,1,5,,,1,2,1,1,,
인천광역시 인천일자리플랫폼 ISP 사업(1억)과 인천광역시 도시계획위원회 시스템 사업(1.5억)의 사업비 배정액 합계는 얼마입니까?,B,[],1,1,5,,2,,1,2,5,,1,,1,5,1,1,,,1,2,1,1,,,1,5,1,1,,,5,2,5,1,,,5,1,5,1,,,1,1,5,1,,,1,1,5,1,,,1,1,5,1,,,5,1,5,1,,,5,2,5,1,,
한국연구재단의 '기초학문자료센터 시스템(e-R&D) 운영' 예산과 'UICC 기능개선' 예산 사이의 자금 투자 격차는 얼마입니까?,B,[],2,5,1,,4,,2,5,1,,3,,5,2,5,1,,,5,1,5,1,,,5,1,5,1,,,1,3,5,1,,,5,1,5,1,,,5,2,5,1,,,2,5,1,3,,,1,2,5,1,,,5,1,5,2,,,5,1,5,1,,
"한국수출입은행의 모잠비크 마푸토 ITS 사업(약 12.4억)과 한국가스공사의 차세대 ERP 시스템 사업(약 141.0억) 중 어느 쪽이 사업규모가 더 크며, 그 기관의 이름은 무엇입니까?",B,[],2,2,5,,2,,2,3,3,,4,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,2,1,5,,,1,5,1,5,,,1,5,1,5,,,2,5,1,4,,,1,2,3,5,,,1,5,1,5,,,1,2,1,5,,
한국수자원공사의 사고분석솔루션 사업비용(1.9억)이 한국연구재단의 UICC 시스템 예산(1.2억)을 초과합니까 아니면 그 반대입니까?,B,[],1,3,5,,2,,3,3,5,,2,,1,5,1,5,,,1,5,1,5,,,1,5,1,1,,,1,3,3,5,,,1,4,1,5,,,1,5,1,5,,,2,2,5,2,,,5,3,5,5,,,1,5,1,5,,,1,3,5,5,,
"한국철도공사의 두 시스템, '모바일오피스 고도화'와 '예약발매시스템 개량 ISMP'의 기술 요구 과업 측면에서 어떤 공통된 사용자 인터페이스(UX) 지향점을 보이고 있습니까?",B,[],4,3,5,,2,,4,3,3,,4,,5,2,5,2,,,5,1,5,2,,,5,1,5,4,,,1,4,1,5,,,2,3,1,1,,,1,5,1,1,,,3,3,3,4,,,1,4,1,4,,,2,3,1,3,,,1,5,1,1,,
인천광역시가 발주한 '도시계획위원회 통합관리시스템' 조직의 주된 사용자층과 경희대학교의 '산학협력단 정보시스템 운영' 용역 조직 사용자층의 핵심 목표 차이는 무엇으로 구분됩니까?,B,[],2,2,5,,1,,1,2,5,,2,,5,2,5,2,,,5,1,5,2,,,5,3,5,2,,,1,1,5,1,,,5,1,5,1,,,1,2,5,1,,,1,2,5,2,,,5,2,5,1,,,5,2,5,1,,,1,2,5,1,,
"인천공항운영서비스 차세대 ERP, 한국가스공사 차세대 통합정보시스템(ERP) 양대 사업의 전체 배정 예산을 합산 계산하고, 양사가 채택 및 구축하려 하는 핵심 ERP 소프트웨어 기반 솔루션 명칭이 공통적으로 동일한지 혹은 상이한지 비교하여 설명해주십시오.",B,[],4,2,5,,2,,3,2,5,,2,,5,1,5,1,,,5,1,5,5,,,1,2,5,4,,,1,3,1,4,,,1,2,1,1,,,1,3,5,1,,,2,2,5,3,,,1,2,1,2,,,1,2,1,4,,,1,2,5,1,,
"한국수출입은행의 모잠비크 마푸토 ITS 타당성 예산, 인천공항운영서비스 차세대 ERP 예산, 인천광역시 인천일자리플랫폼 ISP 수립용역 예산 총 3개 인프라 사업의 총 예산액을 정확히 구하고, 세 과업지시서가 보여주는 프로젝트 라이프사이클상의 입지(계획 단계인지 구축 단계인지)가 어떻게 구분되는지 분류해 보시오.",B,[],1,1,5,,2,,2,2,5,,1,,5,3,5,5,,,5,1,5,1,,,5,1,5,1,,,1,1,5,2,,,1,3,5,1,,,1,3,5,5,,,1,1,3,1,,,1,1,1,2,,,1,2,1,1,,,1,1,1,1,,
국립공원공단(또는 철도공사)의 '모바일오피스 시스템 고도화 용역' 과업지시서에서 새롭게 투입되는 외국인 다국어 지원 UI의 영어/일본어 번역 단가 예산은 얼마로 명시되어 있습니까?,D,[],1,2,5,,1,,4,2,5,,1,,5,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,1,5,1,,,5,1,5,1,,,1,2,5,1,,,2,2,5,1,,,1,1,5,1,,,5,2,5,1,,,1,2,5,1,,
경희대학교 산학협력단의 정보시스템 운영 용역 과정에 참가 신청하는 사기업 담당자가 제출해야 할 '최근 3년 간의 납세 완납 영수증 원본부수'는 시스템 공고문 상 몇 부로 지정되었나요?,D,[],2,2,5,,1,,1,2,5,,1,,1,5,1,5,,,5,3,5,5,,,5,2,5,5,,,1,1,5,5,,,5,1,5,1,,,2,2,5,5,,,1,2,5,2,,,5,1,5,5,,,5,2,5,5,,,5,2,5,5,,
한쿡수출입은횅의 머쟘비크 마푸토 지능헝꾜통씨스템(ITS) 타당성죠삽 용혁의 춍 에싼을 갈쳐주세혀.,E,[],1,4,3,,2,,5,5,5,,1,,5,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,1,1,1,,,5,2,5,1,,,1,2,1,1,,,4,3,5,1,,,1,2,1,1,,,5,2,5,1,,,1,2,3,1,,
인쳔굥항운영셔비스에셔 진행하는 차세데 이알피 ERP 시스탬 예산액이 총 얼만지 똑띠 알려줘용.,E,[],5,5,5,,5,,2,3,3,,2,,5,3,5,1,,,5,3,5,1,,,1,3,5,1,,,1,5,1,1,,,1,5,1,5,,,1,5,1,1,,,5,5,5,5,,,1,5,1,1,,,1,4,1,1,,,1,4,1,1,,
인천광역시가 구축하려는 '도시계획위원회 통합관리시스템'의 사업 예산 액수는 얼마로 책정되었나요?,A,[],5,1,1,,1,,2,1,5,,1,,5,1,5,1,,,5,1,5,5,,,5,1,5,1,,,1,1,5,1,,,5,2,5,1,,,1,2,5,1,,,4,2,5,1,,,1,1,5,1,,,5,1,5,1,,,1,4,5,1,,
한국연구재단의 '대학산학협력활동 실태조사 시스템(UICC) 기능개선' 사업의 총 예산액은 얼마입니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,5,1,1,,,1,4,1,1,,,1,5,1,1,,,5,5,5,5,,,1,5,1,1,,,1,3,1,1,,,1,5,1,1,,
(주)에스알에서 발주한 '예약발매시스템 개량 ISMP 용역' 사업의 공식 과업명에서 ISMP는 어떤 계획을 수립하는 것을 지칭합니까?,A,[],4,3,5,,5,,3,5,5,,4,,5,1,5,1,,,5,1,5,1,,,5,1,5,1,,,5,2,5,1,,,1,2,1,1,,,1,5,1,1,,,5,5,5,3,,,1,1,1,1,,,1,1,1,1,,,1,5,1,5,,
